,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
787,2753.3315,NCE30,OUT018
788,605.8953,FDQ22,OUT035
789,1772.5845,FDY01,OUT045
790,2328.7734,FDS08,OUT017
791,2494.6892,FDG28,OUT018
792,426.76483,FDQ51,OUT018
793,3985.8445,FDB05,OUT017
794,1951.0677,FDO56,OUT049
795,1102.9904,FDE02,OUT018
796,4029.2227,FDN45,OUT017
797,735.76227,FDS09,OUT013
798,2831.163,NCA54,OUT018
799,540.2677,FDP09,OUT010
800,1468.8035,FDC53,OUT045
801,3365.189,NCM55,OUT017
802,2881.798,FDL09,OUT018
803,260.48444,FDA11,OUT019
804,1505.846,FDA50,OUT045
805,3251.0012,FDC23,OUT017
806,2669.206,FDE22,OUT049
807,3229.2556,FDD23,OUT046
808,2862.8318,NCA29,OUT049
809,2262.4062,FDK38,OUT046
810,2038.0619,DRC13,OUT046
811,2900.6267,NCP43,OUT049
812,1670.5726,FDX28,OUT049
813,1364.8733,FDF08,OUT049
814,2089.5476,FDZ33,OUT046
815,2184.2148,FDD10,OUT049
816,2381.9443,FDO58,OUT017
817,3811.4307,FDI50,OUT017
818,2336.8062,FDO58,OUT045
819,3292.1865,FDX08,OUT013
820,-18.661556,NCK17,OUT010
821,3905.6145,FDF39,OUT035
822,367.2125,FDU45,OUT010
823,1679.2316,NCJ18,OUT018
824,271.42136,DRC27,OUT019
825,1338.5371,DRC25,OUT035
826,1906.7677,FDU59,OUT035
827,3612.1033,FDU28,OUT035
828,689.3844,NCP30,OUT046
829,691.5849,FDB39,OUT018
830,1085.1168,FDE41,OUT013
831,221.40271,DRH11,OUT010
832,3716.545,FDA58,OUT045
833,1686.993,FDU50,OUT046
834,1856.6433,FDM34,OUT013
835,2692.64,FDM44,OUT027
836,3068.4678,FDR39,OUT045
837,2533.353,FDM25,OUT045
838,2432.6465,FDQ49,OUT049
839,619.5383,DRH25,OUT018
840,3859.1094,FDM09,OUT027
841,505.91245,FDL44,OUT019
842,300.78506,NCR42,OUT018
843,828.77655,DRL59,OUT046
844,2363.1155,FDX43,OUT013
845,634.4221,DRK47,OUT010
846,1458.6769,FDU48,OUT018
847,767.6405,FDY12,OUT045
848,1683.9935,NCN43,OUT018
849,2633.8418,NCM55,OUT018
850,3435.13,FDQ21,OUT027
851,4522.2183,FDX13,OUT035
852,5329.004,NCK30,OUT027
853,2558.4448,FDG20,OUT049
854,705.3998,DRG27,OUT017
855,3782.2092,FDY14,OUT018
856,1763.7714,FDP59,OUT035
857,4062.5098,FDU60,OUT017
858,543.49536,NCC18,OUT019
859,4202.207,DRJ39,OUT017
860,2057.6326,FDS07,OUT049
861,5760.446,FDM08,OUT027
862,2027.5981,FDP51,OUT045
863,1413.1234,FDU16,OUT035
864,1608.3907,FDH12,OUT013
865,1599.4814,DRE48,OUT010
866,7200.0127,NCL42,OUT027
867,2475.1301,FDR21,OUT045
868,2213.7039,NCW29,OUT035
869,4678.3154,FDO11,OUT013
870,2391.152,NCM31,OUT049
871,322.50403,FDV35,OUT019
872,1008.48254,FDF58,OUT017
873,2628.1577,NCE43,OUT049
874,2382.2927,FDA02,OUT035
875,195.0586,DRL37,OUT010
876,1218.7278,FDR24,OUT018
877,1207.3132,FDW59,OUT049
878,892.45264,FDS22,OUT049
879,726.808,FDW24,OUT017
880,1735.1509,FDU24,OUT035
881,5528.633,FDA21,OUT027
882,3130.1765,FDH58,OUT027
883,1231.8435,FDW36,OUT018
884,4852.6963,FDI45,OUT027
885,3455.8042,FDU01,OUT018
886,2873.4092,FDF35,OUT027
887,185.2586,FDU43,OUT019
888,434.53125,FDE24,OUT019
889,3720.7603,FDK50,OUT049
890,1004.364,FDG31,OUT045
891,2016.9258,FDC60,OUT045
892,1833.5702,FDL36,OUT013
893,3128.5635,FDP21,OUT013
894,1540.3335,FDW16,OUT045
895,4182.7456,FDX02,OUT017
896,4069.1477,FDQ58,OUT027
897,1542.6876,FDT51,OUT046
898,1493.625,FDD59,OUT049
899,1480.9677,NCM42,OUT018
900,427.8723,FDA57,OUT018
901,2035.2667,FDZ48,OUT035
902,1893.2161,FDE46,OUT045
903,241.27255,NCZ30,OUT019
904,2977.0422,FDB56,OUT017
905,2558.25,FDA25,OUT027
906,1942.7623,FDD20,OUT013
907,1485.3162,FDL25,OUT013
908,3065.8184,NCO18,OUT049
909,465.99554,FDJ45,OUT017
910,2776.031,FDR12,OUT035
911,97.92667,NCF19,OUT010
912,2722.8508,FDK25,OUT046
913,1898.8573,NCR17,OUT046
914,2054.4282,FDC52,OUT046
915,2892.2678,NCA54,OUT017
916,640.934,FDR45,OUT010
917,2152.6218,NCM19,OUT049
918,5149.6987,FDF39,OUT027
919,1576.5669,FDX23,OUT049
920,2286.8267,FDD58,OUT027
921,1810.496,FDX28,OUT013
922,2772.8462,NCD31,OUT013
923,3083.1682,FDU57,OUT018
924,741.60474,FDI27,OUT046
925,1651.8408,NCM42,OUT046
926,1673.0106,FDD32,OUT027
927,3339.0945,FDI34,OUT013
928,1947.974,NCM29,OUT049
929,1630.1593,FDG46,OUT018
930,212.10022,DRC01,OUT010
931,5570.619,FDB15,OUT027
932,3678.0864,NCA17,OUT027
933,2446.1797,FDF10,OUT046
934,4549.7744,FDR26,OUT027
935,1737.2191,FDI02,OUT049
936,203.18843,NCM54,OUT010
937,2329.3584,FDF14,OUT013
938,230.09816,FDJ33,OUT010
939,5120.685,FDM20,OUT035
940,5404.826,FDC03,OUT027
941,1740.527,NCX05,OUT046
942,2555.4927,NCM41,OUT027
943,600.47217,NCU29,OUT010
944,1254.3674,FDQ59,OUT017
945,129.78603,FDH46,OUT010
946,666.4741,FDH09,OUT013
947,730.3296,NCD06,OUT045
948,2443.204,FDC15,OUT035
949,1038.4453,DRD37,OUT027
950,3510.6377,FDT28,OUT027
951,4064.529,FDR28,OUT027
952,1313.0593,FDT38,OUT017
953,2013.281,FDV34,OUT027
954,1017.47815,FDY52,OUT035
955,1289.155,FDB34,OUT013
956,1344.6101,DRL23,OUT018
957,2153.9067,DRB24,OUT046
958,838.65125,FDJ50,OUT046
959,2573.3403,FDQ49,OUT035
960,1967.0522,FDP20,OUT035
961,3992.5122,FDV19,OUT027
962,2830.8545,NCR54,OUT045
963,184.12132,FDO09,OUT010
964,1455.5049,FDS57,OUT018
965,1867.0195,FDN10,OUT049
966,2180.4595,FDV23,OUT049
967,4094.205,FDY28,OUT049
968,2805.6096,DRG51,OUT013
969,279.90787,FDD45,OUT019
970,5716.5894,NCL18,OUT027
971,1943.1536,NCM29,OUT013
972,5439.6226,FDF17,OUT027
973,2635.7927,FDE22,OUT017
974,634.0075,FDQ22,OUT017
975,2587.7903,FDS01,OUT013
976,1031.0863,FDW35,OUT027
977,1944.9725,FDJ33,OUT046
978,2977.3406,NCF54,OUT035
979,1551.438,FDE09,OUT013
980,1938.6786,NCE06,OUT045
981,1153.5652,DRH49,OUT049
982,2724.1704,FDY43,OUT045
983,4815.762,NCT05,OUT017
984,4135.583,FDZ34,OUT045
985,1640.0764,FDL38,OUT017
986,3245.6384,FDZ31,OUT017
987,656.4782,FDR14,OUT035
988,1139.9672,NCN54,OUT049
989,3447.012,NCC42,OUT027
990,1358.126,FDK08,OUT017
991,1481.0881,FDP59,OUT013
992,3149.8503,FDV22,OUT035
993,3820.3457,FDD33,OUT035
994,6788.187,DRE60,OUT027
995,3758.8284,FDK52,OUT046
996,2615.4478,FDA02,OUT017
997,1751.551,FDM56,OUT049
998,2423.9382,FDE57,OUT035
999,1333.3912,FDM32,OUT045
1000,2862.7085,NCQ30,OUT027
1001,2683.4036,FDQ27,OUT027
1002,3369.0435,FDT60,OUT027
1003,4025.3792,FDU43,OUT049
1004,1505.9766,NCO55,OUT035
1005,2165.8704,FDG02,OUT045
1006,3305.9558,FDJ28,OUT013
1007,1509.2683,FDP40,OUT045
1008,3191.0764,FDJ38,OUT045
1009,4174.306,NCC54,OUT017
1010,1954.9978,NCZ41,OUT046
1011,460.5601,FDK38,OUT019
1012,2165.2544,FDU52,OUT013
1013,1228.6942,FDC40,OUT046
1014,1115.8727,NCR30,OUT017
1015,1855.9161,NCN18,OUT017
1016,1302.6984,FDB50,OUT035
1017,3023.9592,FDG04,OUT013
1018,2114.9553,FDR26,OUT035
1019,3278.5056,NCT17,OUT018
1020,6017.466,FDX35,OUT027
1021,1759.694,FDS12,OUT046
1022,3775.596,NCZ29,OUT027
1023,201.75282,FDB38,OUT010
1024,555.2786,FDP12,OUT013
1025,844.6088,FDP22,OUT046
1026,5839.67,FDS26,OUT018
1027,3416.669,FDR52,OUT046
1028,2571.6067,DRJ13,OUT046
1029,3675.9548,FDU48,OUT027
1030,1000.3359,FDE29,OUT035
1031,1960.5088,NCT29,OUT049
1032,4434.8857,DRK37,OUT018
1033,1388.2462,FDK55,OUT046
1034,1452.6815,FDR07,OUT046
1035,4810.7896,FDO21,OUT027
1036,6039.5327,FDK46,OUT049
1037,1583.8984,FDB12,OUT045
1038,4566.874,FDT31,OUT027
1039,1889.8883,FDJ33,OUT045
1040,3256.954,FDC26,OUT027
1041,2251.1133,NCQ02,OUT045
1042,459.49164,FDP08,OUT010
1043,5438.7026,FDB11,OUT027
1044,2143.2944,FDV55,OUT013
1045,1964.6432,FDW20,OUT049
1046,321.83218,NCJ18,OUT019
1047,1090.8905,FDC41,OUT018
1048,2458.81,FDE14,OUT027
1049,2301.585,FDG35,OUT013
1050,1038.72,FDF45,OUT035
1051,2260.1543,FDS19,OUT027
1052,641.851,FDS58,OUT019
1053,4272.3174,FDA26,OUT017
1054,1371.832,FDM32,OUT049
1055,2235.3718,FDL45,OUT046
1056,2397.9065,FDZ55,OUT049
1057,2407.4873,FDY37,OUT049
1058,2748.8494,FDO46,OUT046
1059,2154.3425,FDQ60,OUT046
1060,1664.8271,FDA19,OUT018
1061,2307.7595,FDL15,OUT046
1062,2560.1204,FDM10,OUT018
1063,645.2603,NCL05,OUT017
1064,245.49779,DRK49,OUT010
1065,7033.835,NCE18,OUT027
1066,571.4406,FDG40,OUT049
1067,3846.3489,DRI59,OUT045
1068,5992.133,FDK28,OUT035
1069,32.24981,NCD06,OUT019
1070,599.29614,FDO11,OUT019
1071,1932.4915,FDK27,OUT046
1072,1375.8928,FDT43,OUT027
1073,1202.9453,FDD38,OUT018
1074,3926.8726,FDA16,OUT049
1075,4083.441,FDL14,OUT027
1076,709.9799,NCM17,OUT049
1077,2051.71,FDD20,OUT045
1078,1380.5178,FDA40,OUT045
1079,1032.8956,FDL43,OUT045
1080,1845.8389,FDV15,OUT045
1081,1397.6752,FDE52,OUT046
1082,457.94934,NCL17,OUT010
1083,3915.2656,NCJ31,OUT045
1084,1084.1598,FDR60,OUT045
1085,1656.4254,NCA18,OUT035
1086,1648.4316,FDS21,OUT027
1087,1440.758,FDW09,OUT035
1088,2998.0842,FDL26,OUT035
1089,1142.4205,FDS47,OUT018
1090,3755.0764,FDC39,OUT046
1091,1554.8632,FDT51,OUT035
1092,5212.647,FDK40,OUT035
1093,3773.649,NCG19,OUT045
1094,1096.0558,FDZ07,OUT046
1095,2534.6765,FDF08,OUT027
1096,793.63715,FDO04,OUT013
1097,1063.8489,FDK41,OUT018
1098,6277.092,FDP15,OUT049
1099,1451.2059,NCD43,OUT018
1100,2451.499,NCP18,OUT013
1101,1478.5981,FDZ51,OUT046
1102,1715.0541,DRH13,OUT035
1103,580.75305,FDF38,OUT045
1104,700.5249,NCI43,OUT045
1105,1896.4186,FDM38,OUT027
1106,1275.0619,FDS03,OUT013
1107,2566.5557,DRJ47,OUT017
1108,247.47038,FDT50,OUT010
1109,3054.5247,FDV02,OUT046
1110,1727.2872,NCG18,OUT017
1111,2892.2053,FDW52,OUT046
1112,664.0809,FDS40,OUT035
1113,3118.8867,FDN31,OUT017
1114,1832.6619,FDA37,OUT045
1115,3455.5286,FDA15,OUT046
1116,2580.3772,FDL39,OUT046
1117,1977.7587,FDJ53,OUT045
1118,3985.3853,FDX22,OUT013
1119,3536.8486,NCZ42,OUT045
1120,4577.886,FDD56,OUT027
1121,3320.1729,FDD40,OUT017
1122,3313.9255,FDS50,OUT013
1123,3263.2615,NCN14,OUT013
1124,2976.1677,FDT15,OUT013
1125,2573.8823,NCS18,OUT027
1126,267.07788,NCO26,OUT010
1127,678.1253,FDF58,OUT018
1128,1261.692,NCB19,OUT013
1129,2626.9116,FDH26,OUT017
1130,4286.3384,DRB24,OUT027
1131,1120.27,FDA49,OUT018
1132,1436.4607,FDB32,OUT045
1133,4524.5664,FDI36,OUT017
1134,193.8162,NCA17,OUT010
1135,2152.1323,FDH22,OUT013
1136,2137.168,NCM26,OUT018
1137,5111.5635,FDT15,OUT027
1138,1089.3613,FDB16,OUT018
1139,3438.5083,NCP54,OUT027
1140,1707.2283,FDJ36,OUT013
1141,1609.6464,FDO28,OUT045
1142,905.58185,FDU09,OUT013
1143,2134.0122,FDF29,OUT017
1144,2282.6565,FDY08,OUT013
1145,249.30786,DRJ59,OUT018
1146,2451.6294,FDT23,OUT027
1147,420.95883,FDU15,OUT018
1148,1632.9631,FDT47,OUT013
1149,711.15375,FDI53,OUT019
1150,3455.2603,FDR59,OUT018
1151,631.351,FDD53,OUT035
1152,3514.9326,FDY51,OUT017
1153,655.7977,FDT04,OUT049
1154,3473.0735,FDU51,OUT049
1155,2559.4634,FDG14,OUT035
1156,4827.857,NCU06,OUT045
1157,3093.62,DRG25,OUT046
1158,1295.7322,DRH49,OUT035
1159,2402.1772,FDN15,OUT035
1160,801.38745,FDL43,OUT018
1161,3829.4207,NCT18,OUT049
1162,3939.3599,NCB31,OUT013
1163,1868.8292,FDK57,OUT035
1164,834.55676,FDY04,OUT019
1165,2044.2587,NCP54,OUT046
1166,3615.7856,FDF41,OUT013
1167,1654.4395,FDM01,OUT045
1168,2057.4832,FDW03,OUT045
1169,1837.5596,FDF28,OUT045
1170,2776.5342,FDY37,OUT017
1171,3181.3674,FDQ03,OUT017
1172,3117.7063,FDP51,OUT027
1173,1888.4946,FDJ40,OUT017
1174,1176.0046,FDC32,OUT049
1175,2113.8801,DRI49,OUT027
1176,981.17444,NCW54,OUT017
1177,584.1413,FDF09,OUT017
1178,3294.6216,FDP45,OUT018
1179,3275.0137,DRJ23,OUT018
1180,1938.9244,FDS59,OUT017
1181,2000.5175,FDY08,OUT046
1182,2208.275,FDX16,OUT049
1183,2821.218,FDY16,OUT018
1184,3014.4553,FDK32,OUT035
1185,596.36975,FDQ22,OUT013
1186,2614.992,NCC31,OUT018
1187,2311.8894,FDG58,OUT049
1188,2624.9817,DRF48,OUT013
1189,1060.9728,DRH36,OUT049
1190,1216.9886,NCR30,OUT035
1191,577.89764,FDB03,OUT019
1192,3435.6099,FDZ28,OUT027
1193,3200.0005,FDR35,OUT017
1194,5332.9805,DRD15,OUT027
1195,367.05518,FDJ33,OUT019
1196,209.58456,FDA56,OUT010
1197,626.64264,FDP56,OUT046
1198,584.16516,NCT30,OUT046
1199,1714.6755,FDK15,OUT017
1200,2375.4937,FDH44,OUT018
1201,2343.1978,FDV01,OUT013
1202,2669.4778,DRG03,OUT017
1203,2395.1794,FDG50,OUT027
1204,1073.4907,FDR16,OUT010
1205,1388.4454,FDZ60,OUT046
1206,2459.4092,DRG03,OUT045
1207,5011.8306,FDS56,OUT018
1208,926.0642,FDU33,OUT045
1209,1650.9663,DRD27,OUT035
1210,3695.2908,FDW22,OUT046
1211,2499.6208,DRA24,OUT045
1212,651.83057,FDF38,OUT049
1213,2281.6472,FDX48,OUT013
1214,2350.7913,FDS58,OUT018
1215,1136.8655,FDC32,OUT046
1216,3402.4023,NCQ29,OUT045
1217,1182.561,DRK39,OUT018
1218,2149.2234,NCS38,OUT017
1219,1878.6332,DRO47,OUT013
1220,1214.7471,DRG27,OUT027
1221,5620.826,FDC57,OUT027
1222,2449.497,FDS55,OUT046
1223,1491.3274,NCJ06,OUT018
1224,431.84607,FDO01,OUT019
1225,2994.409,NCM55,OUT045
1226,2543.1814,FDC52,OUT049
1227,1288.2472,FDQ15,OUT045
1228,1663.445,NCT30,OUT027
1229,860.23895,NCR42,OUT027
1230,885.6592,FDD28,OUT035
1231,1800.1315,FDQ34,OUT049
1232,3353.8794,FDZ12,OUT027
1233,267.0412,DRE13,OUT019
1234,506.33438,NCN07,OUT019
1235,3036.1624,FDM28,OUT035
1236,2705.144,FDI10,OUT017
1237,2261.1997,FDQ25,OUT013
1238,-217.62686,FDA38,OUT010
1239,3745.1462,DRI13,OUT049
1240,2710.7795,FDY20,OUT027
1241,3300.834,NCZ53,OUT035
1242,2883.2412,NCM31,OUT013
1243,3254.135,DRB01,OUT017
1244,4348.1274,DRF37,OUT046
1245,2853.2764,NCF42,OUT049
1246,2150.4285,FDF16,OUT018
1247,720.9644,FDB41,OUT013
1248,4726.8535,FDR34,OUT013
1249,2677.4575,FDR15,OUT018
1250,303.2678,NCV42,OUT019
1251,3396.112,FDW51,OUT035
1252,1520.5227,FDU36,OUT017
1253,1427.987,FDX60,OUT049
1254,1915.6956,FDY03,OUT035
1255,3829.539,FDW55,OUT045
1256,185.52309,FDT01,OUT010
1257,2370.354,FDG58,OUT013
1258,6158.9644,FDK21,OUT017
1259,415.8526,NCS41,OUT019
1260,2951.7456,FDS10,OUT045
1261,2363.7805,NCT53,OUT046
1262,2548.8691,FDJ28,OUT018
1263,1168.9907,FDX44,OUT045
1264,480.80103,FDT20,OUT018
1265,1590.6212,FDO44,OUT017
1266,3255.3855,NCX17,OUT049
1267,1946.2969,FDY01,OUT017
1268,5680.416,FDJ12,OUT027
1269,383.57242,DRK35,OUT018
1270,342.82318,FDD47,OUT019
1271,1643.1561,NCM53,OUT035
1272,1128.9667,FDO45,OUT013
1273,232.97574,NCM42,OUT010
1274,2847.759,FDE04,OUT046
1275,4865.081,NCI30,OUT027
1276,2868.1,FDZ19,OUT013
1277,3549.7605,FDW57,OUT013
1278,1600.8546,FDA25,OUT013
1279,939.36566,FDT22,OUT046
1280,2099.063,FDP51,OUT013
1281,2984.274,FDD48,OUT027
1282,4420.3394,FDY39,OUT035
1283,745.3475,FDO48,OUT010
1284,5401.518,FDD23,OUT027
1285,906.40594,DRN35,OUT027
1286,3249.082,FDT01,OUT035
1287,139.67305,FDC20,OUT010
1288,963.9486,DRJ35,OUT035
1289,1357.1029,FDB32,OUT046
1290,3274.8127,FDL24,OUT046
1291,1959.443,NCV42,OUT035
1292,1808.0991,FDZ46,OUT046
1293,2988.2798,FDC15,OUT013
1294,58.369267,FDD08,OUT019
1295,1220.8641,FDY50,OUT049
1296,1992.3392,FDD36,OUT013
1297,1334.9816,FDG57,OUT027
1298,350.01028,FDL21,OUT018
1299,2658.7485,FDN16,OUT027
1300,930.3974,FDJ09,OUT027
1301,318.19424,FDS01,OUT010
1302,3549.246,FDV33,OUT017
1303,1141.5627,DRE12,OUT017
1304,1621.4586,FDR07,OUT013
1305,793.55493,FDP48,OUT010
1306,905.63776,NCB55,OUT035
1307,961.1554,FDQ08,OUT013
1308,4241.926,FDR34,OUT035
1309,1794.5409,FDO33,OUT046
1310,831.7622,FDP13,OUT045
1311,4485.2075,FDX12,OUT049
1312,2784.6904,NCT06,OUT049
1313,426.03946,FDR16,OUT019
1314,2980.919,FDE36,OUT046
1315,3467.0933,FDZ36,OUT049
1316,1279.0411,FDV13,OUT045
1317,661.0825,NCZ17,OUT035
1318,2844.8179,FDU56,OUT045
1319,2728.458,FDM09,OUT035
1320,2936.6956,FDV02,OUT017
1321,1328.5927,FDS34,OUT018
1322,1566.7776,FDA11,OUT049
1323,5300.7197,FDP09,OUT017
1324,3128.3596,FDB29,OUT027
1325,3445.8823,FDT19,OUT017
1326,694.1818,DRH15,OUT017
1327,2671.1565,FDY38,OUT046
1328,3472.6626,FDF14,OUT027
1329,211.63974,FDN48,OUT010
1330,3751.676,FDQ12,OUT013
1331,2481.123,NCJ43,OUT045
1332,374.46265,FDE17,OUT019
1333,3201.364,FDB05,OUT035
1334,1084.7245,FDH10,OUT045
1335,665.35,NCR06,OUT017
1336,1672.636,FDU32,OUT018
1337,2967.6785,FDD56,OUT049
1338,2933.9612,FDO36,OUT018
1339,234.24104,FDH16,OUT010
1340,457.5796,FDX10,OUT018
1341,1606.0035,FDZ37,OUT017
1342,108.8034,FDU31,OUT010
1343,1927.9758,DRC49,OUT049
1344,2395.4075,FDL15,OUT045
1345,471.73227,FDN32,OUT019
1346,1899.905,DRH59,OUT027
1347,2466.2913,NCU29,OUT049
1348,721.1257,FDR37,OUT019
1349,2192.3262,FDS14,OUT018
1350,6491.2915,FDU02,OUT027
1351,2955.9453,FDJ08,OUT035
1352,3792.2686,NCZ06,OUT045
1353,1188.3607,FDO31,OUT049
1354,1242.2365,FDH31,OUT018
1355,2730.1113,FDS58,OUT017
1356,1385.7192,NCA53,OUT027
1357,2676.1746,FDF50,OUT046
1358,3827.5486,NCW42,OUT049
1359,2530.4749,NCQ17,OUT045
1360,4707.2256,FDK51,OUT018
1361,587.1849,NCW41,OUT010
1362,956.6528,NCR29,OUT017
1363,364.1027,FDB08,OUT019
1364,2478.925,FDA40,OUT027
1365,2770.985,FDL14,OUT018
1366,3459.8982,FDB47,OUT046
1367,4327.1494,FDO03,OUT035
1368,383.69595,DRK13,OUT019
1369,1123.0239,FDX13,OUT010
1370,3008.6443,FDF52,OUT046
1371,3012.655,FDT11,OUT013
1372,2281.9446,FDB08,OUT013
1373,2867.3313,FDQ28,OUT018
1374,4118.8545,FDD29,OUT045
1375,4901.5625,NCQ29,OUT027
1376,900.8491,NCO02,OUT013
1377,820.2412,FDR56,OUT010
1378,1943.5713,NCM54,OUT049
1379,1974.0645,FDP51,OUT035
1380,1109.8256,FDT38,OUT013
1381,3258.5757,FDZ20,OUT018
1382,2042.6053,FDJ53,OUT013
1383,4108.293,FDX13,OUT049
1384,4050.4233,FDP58,OUT035
1385,209.5482,NCK31,OUT019
1386,1793.0897,FDA35,OUT018
1387,2142.1145,FDV37,OUT018
1388,4450.8135,NCO07,OUT027
1389,2522.3384,FDA20,OUT045
1390,2923.9949,FDZ59,OUT035
1391,639.4685,NCY17,OUT017
1392,2743.0688,FDQ28,OUT035
1393,2580.0554,FDV35,OUT017
1394,652.1053,FDQ36,OUT013
1395,2085.48,FDD34,OUT018
1396,4688.4844,FDK51,OUT045
1397,2290.7761,FDV31,OUT035
1398,1735.5587,FDR04,OUT035
1399,692.19635,FDR14,OUT049
1400,291.48303,DRC36,OUT010
1401,220.81723,FDE39,OUT019
1402,1676.3871,FDP57,OUT049
1403,2328.7815,FDE57,OUT046
1404,1831.5516,NCN18,OUT046
1405,2077.8293,NCQ05,OUT018
1406,2103.0603,FDW47,OUT035
1407,2425.5657,FDV46,OUT035
1408,902.9797,NCP29,OUT045
1409,1676.5276,FDE09,OUT018
1410,6357.099,NCU06,OUT027
1411,745.82556,FDT19,OUT010
1412,2279.188,DRF15,OUT017
1413,2788.9556,DRI51,OUT013
1414,1893.2302,NCX54,OUT013
1415,3496.6565,DRE01,OUT013
1416,2625.9033,NCB07,OUT045
1417,1516.8413,FDU50,OUT035
1418,643.5941,FDG40,OUT035
1419,3143.3408,FDW10,OUT018
1420,3062.191,FDX51,OUT013
1421,1061.7408,NCP17,OUT045
1422,3696.5217,FDP21,OUT035
1423,1537.1346,FDL04,OUT045
1424,2260.6611,FDV23,OUT013
1425,1259.0327,FDF24,OUT046
1426,3009.59,FDH56,OUT027
1427,828.29785,FDB51,OUT049
1428,2488.1113,FDI58,OUT027
1429,668.6634,FDR20,OUT013
1430,1756.4696,FDC51,OUT018
1431,2278.7327,FDB16,OUT027
1432,900.7722,FDE40,OUT049
1433,932.05634,NCM17,OUT035
1434,3538.2368,FDU56,OUT035
1435,348.36484,FDS32,OUT019
1436,4074.5232,FDX02,OUT049
1437,4521.9673,FDT39,OUT027
1438,878.62604,FDE35,OUT017
1439,1235.2161,NCI42,OUT019
1440,1576.5884,DRL23,OUT046
1441,1906.8113,FDA10,OUT046
1442,1300.7056,FDA11,OUT013
1443,2554.5522,NCM06,OUT046
1444,3950.433,NCT05,OUT035
1445,226.70041,NCQ02,OUT010
1446,2105.3738,NCY06,OUT049
1447,4693.8037,FDY56,OUT035
1448,1607.604,FDL02,OUT035
1449,2922.4104,NCI06,OUT035
1450,2615.2764,FDQ14,OUT045
1451,4159.717,FDQ12,OUT017
1452,984.1969,FDP36,OUT046
1453,7921.2573,FDK21,OUT027
1454,2396.1692,FDO40,OUT045
1455,230.33276,NCK54,OUT019
1456,2359.657,FDY09,OUT018
1457,4885.5825,NCW30,OUT049
1458,1000.3134,NCC55,OUT027
1459,1590.3052,FDE58,OUT018
1460,3843.7207,FDR39,OUT013
1461,3261.565,FDU28,OUT049
1462,4032.1633,FDH08,OUT017
1463,2808.2986,FDG35,OUT045
1464,598.76794,FDG22,OUT049
1465,3529.3042,FDC34,OUT035
1466,4459.1987,FDP15,OUT018
1467,633.1689,FDK34,OUT010
1468,2102.6335,FDU45,OUT035
1469,1039.7635,FDQ04,OUT027
1470,3327.3052,FDX22,OUT018
1471,1652.7305,FDB45,OUT017
1472,5535.7075,NCH43,OUT027
1473,3985.1494,DRE60,OUT046
1474,6069.006,FDD17,OUT027
1475,2126.8975,NCM54,OUT017
1476,1986.0481,NCH55,OUT013
1477,2263.2595,NCT06,OUT017
1478,4678.2524,FDA48,OUT027
1479,7149.15,FDY58,OUT027
1480,3745.382,FDO25,OUT045
1481,1479.9465,FDN50,OUT045
1482,2635.0088,FDH35,OUT035
1483,4215.479,FDK09,OUT045
1484,1672.7144,FDO16,OUT013
1485,1074.7859,FDW11,OUT045
1486,3898.5364,FDU47,OUT027
1487,150.20844,NCQ42,OUT010
1488,2623.8198,FDK55,OUT027
1489,1755.1685,FDN08,OUT049
1490,3450.8318,FDT57,OUT045
1491,2958.987,FDJ12,OUT018
1492,868.4334,DRL59,OUT017
1493,411.6175,NCN53,OUT046
1494,257.80853,FDO51,OUT010
1495,3032.4568,FDK56,OUT017
1496,806.057,FDY12,OUT035
1497,664.2131,FDU15,OUT035
1498,3202.207,FDQ19,OUT046
1499,2345.7737,DRF15,OUT045
1500,166.53804,DRE25,OUT019
1501,1696.1721,FDK57,OUT018
1502,1032.6163,FDD33,OUT010
1503,5321.6445,FDR34,OUT027
1504,2021.3115,FDU04,OUT045
1505,132.44661,FDE35,OUT019
1506,2942.7437,NCD31,OUT035
1507,1589.357,FDJ56,OUT035
1508,2492.2651,NCU53,OUT046
1509,3788.2131,FDD39,OUT035
1510,399.66666,NCU17,OUT019
1511,1935.9209,FDJ20,OUT046
1512,2447.724,NCW41,OUT018
1513,750.6237,FDL52,OUT035
1514,2360.4343,FDS39,OUT035
1515,2398.9407,DRJ47,OUT045
1516,115.373375,FDP13,OUT010
1517,363.97977,DRK39,OUT010
1518,256.97006,FDF28,OUT010
1519,1884.6027,FDB09,OUT045
1520,1407.8728,FDM51,OUT046
1521,669.41705,DRM49,OUT018
1522,2575.7908,DRF23,OUT013
1523,3438.2422,DRH01,OUT035
1524,2683.8225,FDH12,OUT027
1525,285.27853,FDA28,OUT019
1526,1022.25397,FDW37,OUT018
1527,1604.518,FDF02,OUT046
1528,685.8794,DRL37,OUT046
1529,2041.4546,NCF43,OUT046
1530,310.26794,FDH08,OUT010
1531,816.841,FDR34,OUT019
1532,3675.0154,NCK19,OUT049
1533,344.67178,NCD55,OUT018
1534,2888.1555,FDT27,OUT049
1535,2149.206,FDQ57,OUT045
1536,2536.3914,FDA47,OUT035
1537,1581.926,DRG15,OUT027
1538,1957.3608,FDE05,OUT018
1539,1909.046,FDN46,OUT046
1540,2667.8643,FDX27,OUT027
1541,1518.8534,FDT51,OUT045
1542,691.07684,FDU33,OUT013
1543,1744.8743,FDJ16,OUT027
